exact_source_key,left_concurrency,right_concurrency,left_record_count,right_record_count,left_source_trace_id,left_source_outer_idx,left_source_inner_idx,left_source_outer_idx_exact_key_normalized,left_source_inner_idx_exact_key_normalized,left_source_request_index,left_source_conversation_path,right_source_conversation_path,left_source_branch_type,right_source_branch_type,left_turn_index,right_turn_index,source_path_validation,turn_index_validation,match_validation_status,left_benchmark_phase,right_benchmark_phase,left_input_sequence_length,right_input_sequence_length,left_source_input_tokens,right_source_input_tokens,left_output_tokens,right_output_tokens,same_output_length,left_ttft_ms,right_ttft_ms,ttft_ratio_right_over_left,left_itl_ms,right_itl_ms,itl_ratio_right_over_left,left_decode_tps,right_decode_tps,decode_tps_ratio_right_over_left,left_e2e_ms,right_e2e_ms,e2e_ratio_right_over_left,strict_ttft_subset,strict_decode_subset,matching_method
07dd40536557a1d6440a923557c3129dc929|8|20,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,20.0,8.0,20.0,28.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,20.0,20.0,match,match,high_confidence_exact,profiling,profiling,105541.0,105540.0,105472.0,105472.0,339.0,339.0,True,1015.022979,2877.658734,2.835067573381509,10.515600923076924,12.505001923076923,1.189185669421343,95.09680020334913,79.96800049703188,0.8409115798432044,4569.296091,7104.349384,1.5548017117982822,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|21,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,21.0,8.0,21.0,29.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,21.0,21.0,match,match,high_confidence_exact,profiling,profiling,106249.0,106248.0,106176.0,106176.0,276.0,276.0,True,1446.341745,1537.479991,1.0630129402785093,12.026581767272727,11.283892152727272,0.938245993008047,83.14914572994006,88.62190337031039,1.0658185672543803,4753.651731,4640.550333,0.9762074707193142,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|22,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,22.0,8.0,22.0,30.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,22.0,22.0,match,match,high_confidence_exact,profiling,profiling,106636.0,106635.0,106560.0,106560.0,627.0,627.0,True,1936.246574,2911.234415,1.5035452891652217,11.545644924920127,10.804794033546326,0.9358328706459049,86.61274502228969,92.55150971830068,1.068566868472794,9163.820297,9675.03548,1.0557862514138736,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|23,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,23.0,8.0,23.0,31.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,23.0,23.0,match,match,high_confidence_exact,profiling,profiling,107984.0,107983.0,107904.0,107904.0,251.0,251.0,True,1654.747095,2098.307215,1.268053119017562,12.237332199999999,10.457926876,0.8545920552847296,81.71715727387053,95.621246147256,1.170148954481942,4714.080145,4712.788934,0.9997260948137742,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|24,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,24.0,8.0,24.0,32.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,24.0,24.0,match,match,high_confidence_exact,profiling,profiling,108372.0,108371.0,108288.0,108288.0,294.0,294.0,True,986.8459809999999,2345.499943,2.376763941038941,11.554732744027303,10.747788105802048,0.9301632797485195,86.54462393488978,93.04239999485695,1.0750800658034594,4372.382675,5494.601858,1.2566607880450447,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|25,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,25.0,8.0,25.0,33.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,0.0,0.0,match,match,high_confidence_exact,profiling,profiling,108283.0,108282.0,108288.0,108288.0,445.0,445.0,True,7583.386853,4273.724201,0.5635640491305423,10.583500619369369,10.480542592342342,0.9902718362543865,94.48669546726839,95.41490730934625,1.009823730605537,12282.461127999999,8927.085111999999,0.7268156616957786,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|26,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,26.0,8.0,26.0,34.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,25.0,25.0,match,match,high_confidence_exact,profiling,profiling,108952.0,108951.0,108864.0,108864.0,512.0,512.0,True,1179.866296,1430.21284,1.212182130169095,10.97418277886497,11.017376107632092,1.0039359038971274,91.12295832413932,90.76571319983056,0.9960795267089774,6787.673696,7060.092031,1.0401342709153119,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|27,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,27.0,8.0,27.0,35.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,26.0,26.0,match,match,high_confidence_exact,profiling,profiling,109849.0,109848.0,109760.0,109760.0,483.0,483.0,True,926.9471179999999,1902.9557639999998,2.0529280765291724,11.33546305186722,12.147007769709544,1.0715934332924002,88.21871637923748,82.32480121513183,0.9331897424264405,6390.640308999999,7757.813509,1.2139336801782752,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|28,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,28.0,8.0,28.0,36.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,27.0,27.0,match,match,high_confidence_exact,profiling,profiling,110684.0,110683.0,110592.0,110592.0,263.0,263.0,True,992.784729,55380.851635,55.78334357618831,10.639461190839695,12.781599812977099,1.2013390136693887,93.98972204165513,78.23746750267557,0.8324044991642986,3780.3235609999997,58729.630785999994,15.535609541968515,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|29,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,29.0,8.0,29.0,37.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,28.0,28.0,match,match,high_confidence_exact,profiling,profiling,111903.0,111902.0,111808.0,111808.0,376.0,376.0,True,1159.5864669999999,1713.021918,1.477269670481589,11.815220168,10.568317013333333,0.8944663631369525,84.63659464496236,94.62244544125308,1.1179850257229729,5590.29403,5676.140797999999,1.0153563958423846,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|3,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,3.0,8.0,3.0,11.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,3.0,3.0,match,match,high_confidence_exact,profiling,profiling,46356.0,46355.0,46336.0,46336.0,205.0,205.0,True,1004.6429949999999,1144.375659,1.1390868842916684,10.616975485294118,10.64559268627451,1.002695419332938,94.18878299051639,93.93558719274615,0.9973118264220939,3170.5059939999996,3316.076567,1.045913987633357,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|30,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,30.0,8.0,30.0,38.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,29.0,29.0,match,match,high_confidence_exact,profiling,profiling,117212.0,117211.0,117120.0,117120.0,479.0,479.0,True,1062.966078,15051.787640999999,14.160176841504061,12.1234070041841,12.960992845188283,1.0690883215184568,82.48506378239007,77.15458313606322,0.9353764135966534,6857.954626,21247.142221,3.0981748027972444,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|31,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,31.0,8.0,31.0,39.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,30.0,30.0,match,match,high_confidence_exact,profiling,profiling,117792.0,117791.0,117696.0,117696.0,981.0,981.0,True,1023.4934059999999,1473.712079,1.4398842927181497,11.229929797959183,10.618930895918368,0.9455919214960852,89.04775167710578,94.17143870710875,1.0575386456536473,12028.824607999999,11880.264357,0.9876496452611674,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|4,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,4.0,8.0,4.0,12.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,4.0,4.0,match,match,high_confidence_exact,profiling,profiling,51098.0,51097.0,51072.0,51072.0,204.0,204.0,True,740.416605,1480.551194,1.9996191117296727,10.864490640394088,16.593666561576356,1.527330374779029,92.0429712813234,60.26395650950109,0.6547371914505911,2945.9082049999997,4849.065506,1.6460341492548307,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|5,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,5.0,8.0,5.0,13.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,5.0,5.0,match,match,high_confidence_exact,profiling,profiling,57437.0,57436.0,57408.0,57408.0,207.0,207.0,True,779.087998,1772.239022,2.2747610366858715,11.012606800970872,11.634868519417475,1.0565044888728565,90.80502174215826,85.94854323717507,0.9465175117872533,3047.684999,4169.0219369999995,1.3679307206512255,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|6,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,6.0,8.0,6.0,14.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,6.0,6.0,match,match,high_confidence_exact,profiling,profiling,62368.0,62367.0,62336.0,62336.0,200.0,200.0,True,1593.6717409999999,1045.543971,0.6560598046018814,10.47453669849246,10.832007502512562,1.0341276005144504,95.46961634531523,92.31899071045167,0.9669986561644105,3678.104544,3201.113464,0.8703160624463208,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|7,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,7.0,8.0,7.0,15.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,7.0,7.0,match,match,high_confidence_exact,profiling,profiling,67809.0,67808.0,67776.0,67776.0,145.0,145.0,True,1806.057681,2778.027724,1.5381722041467845,10.5556995,10.457509583333334,0.9906979242193598,94.73555021152318,95.62506178275476,1.0093894168476933,3326.0784089999997,4283.909103999999,1.287975981687087,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|8,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,8.0,8.0,8.0,16.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,8.0,8.0,match,match,high_confidence_exact,profiling,profiling,83166.0,83165.0,83136.0,83136.0,142.0,142.0,True,41283.290926999995,1574.215749,0.03813203147451685,10.453515921985815,10.996494929078015,1.0519422375346659,95.6615943824988,90.93806767060852,0.9506225383093296,42757.236672,3124.721534,0.07308053038998787,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|8|9,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,8.0,9.0,8.0,9.0,17.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,subagent,9.0,9.0,match,match,high_confidence_exact,profiling,profiling,86816.0,86815.0,86784.0,86784.0,141.0,141.0,True,3404.198853,1475.916483,0.4335576582723207,11.801809607142856,13.68837742142857,1.1598541136559175,84.7327683878891,73.05467764459378,0.8621773964726913,5056.452198,3392.2893219999996,0.670883297055941,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|0,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,0.0,9.0,0.0,40.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,0.0,0.0,match,match,high_confidence_exact,profiling,profiling,30862.0,30861.0,30848.0,30848.0,182.0,182.0,True,754.044821,910.319815,1.207248945484104,10.66626432596685,16.937705580110496,1.587969795467746,93.75353633094541,59.03987380523805,0.6297348997783954,2684.638664,3976.044525,1.4810352612130895,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|1,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,1.0,9.0,1.0,41.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,1.0,1.0,match,match,high_confidence_exact,profiling,profiling,33805.0,33804.0,33792.0,33792.0,120.0,120.0,True,717.918541,919.804453,1.281210054442653,10.68693520168067,16.889477243697478,1.580385482363678,93.57219643689203,59.20846368250756,0.6327570147660216,1989.66383,2929.6522449999998,1.4724357958499954,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|10,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,10.0,9.0,10.0,50.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,10.0,10.0,match,match,high_confidence_exact,profiling,profiling,61158.0,61157.0,61120.0,61120.0,216.0,216.0,True,989.287619,1950.684178,1.9718069250394612,10.970549897674418,10.541469497674418,0.9608879769927523,91.15313355550063,94.8634343836609,1.040704040370715,3347.9558469999997,4217.10012,1.2596044609664772,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|11,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,11.0,9.0,11.0,51.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,11.0,11.0,match,match,high_confidence_exact,profiling,profiling,64741.0,64740.0,64704.0,64704.0,220.0,220.0,True,836.005496,1106.818345,1.3239366849808365,10.429456360730594,10.634165324200913,1.019627961073896,95.88227472385233,94.0365293855485,0.9807498795411383,3120.056439,3435.700551,1.1011661545780134,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|12,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,12.0,9.0,12.0,52.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,12.0,12.0,match,match,high_confidence_exact,profiling,profiling,65894.0,65893.0,65856.0,65856.0,215.0,215.0,True,748.547929,4892.361507,6.535802608572844,10.366620009345793,14.48554294859813,1.3973255444435135,96.46345666171544,69.03434711066713,0.7156528440895648,2967.004611,7992.267698,2.6937159680740383,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|13,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,13.0,9.0,13.0,53.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,13.0,13.0,match,match,high_confidence_exact,profiling,profiling,66984.0,66983.0,66944.0,66944.0,148.0,148.0,True,20104.736996,3737.9348959999998,0.18592309348506733,14.955389156462585,10.746856700680272,0.7185942530981413,66.86552850868985,93.05046376366964,1.3916058967749996,22303.179202,5317.722831,0.23842891557465234,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|14,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,14.0,9.0,14.0,54.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,14.0,14.0,match,match,high_confidence_exact,profiling,profiling,67499.0,67498.0,67456.0,67456.0,145.0,145.0,True,1934.0503079999999,1108.105382,0.5729454799683525,10.599239381944443,11.021575125,1.0398458538237183,94.34639260091404,90.73113313284249,0.9616809994700685,3460.3407789999997,2695.2122,0.7788863502567763,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|15,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,15.0,9.0,15.0,55.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,15.0,15.0,match,match,high_confidence_exact,profiling,profiling,77295.0,77294.0,77248.0,77248.0,143.0,143.0,True,12442.638097,1255.717371,0.10092050907618712,15.049737176056338,13.040438683098591,0.8664894629419524,66.44634310232134,76.68453679369519,1.1540821242127346,14579.700776,3107.459664,0.21313603836885767,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|16,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,16.0,9.0,16.0,56.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,16.0,16.0,match,match,high_confidence_exact,profiling,profiling,80437.0,80436.0,80384.0,80384.0,141.0,141.0,True,1144.0592649999999,1469.580051,1.2845314014392428,11.556420607142856,10.823914064285713,0.9366147557484719,86.53198373395257,92.38802101169412,1.0676748298726892,2761.95815,2984.92802,1.0807289096686712,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|17,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,17.0,9.0,17.0,57.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,17.0,17.0,match,match,high_confidence_exact,profiling,profiling,82807.0,82806.0,82752.0,82752.0,208.0,208.0,True,1107.336969,1225.979756,1.1071424420220906,12.071857415458938,10.6034742705314,0.8783631139440762,82.83729384671355,94.30871188881419,1.138481322957362,3606.211454,3420.89893,0.9486129622836033,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|18,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,18.0,9.0,18.0,58.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,18.0,18.0,match,match,high_confidence_exact,profiling,profiling,83900.0,83899.0,83840.0,83840.0,200.0,200.0,True,1882.52832,1254.552549,0.6664189514025478,10.791166291457285,10.834621020100501,1.0040268797152738,92.66838940213901,92.29672160611706,0.9959892710079477,4029.9704119999997,3410.642132,0.8463193977415238,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|19,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,19.0,9.0,19.0,59.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,19.0,19.0,match,match,high_confidence_exact,profiling,profiling,84480.0,84479.0,84416.0,84416.0,261.0,261.0,True,1153.8513619999999,1753.35431,1.5195668764136712,13.521082361538461,10.682136796153845,0.7900356281047315,73.95857618947434,93.61422897711391,1.2657657002114777,4669.332776,4530.709877,0.9703120540663731,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|2,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,2.0,9.0,2.0,42.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,2.0,2.0,match,match,high_confidence_exact,profiling,profiling,38798.0,38797.0,38784.0,38784.0,222.0,222.0,True,796.406709,1460.3167369999999,1.8336318874481001,10.67776266515837,15.563513574660632,1.4575631677452907,93.65257791906242,64.25284337002965,0.6860766120667712,3156.192258,4899.853236999999,1.5524571497760766,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|20,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,20.0,9.0,20.0,60.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,20.0,20.0,match,match,high_confidence_exact,profiling,profiling,85124.0,85123.0,85056.0,85056.0,237.0,237.0,True,1277.1464859999999,1274.22819,0.9977149872532322,10.732805991525424,10.87976961016949,1.0136929353572688,93.17227953152191,91.91371102796924,0.9864920284243247,3810.0887,3841.853818,1.0083371072174776,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|21,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,21.0,9.0,21.0,61.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,21.0,21.0,match,match,high_confidence_exact,profiling,profiling,85894.0,85893.0,85824.0,85824.0,205.0,205.0,True,950.085791,1305.091348,1.3736563164746878,13.173625593137254,10.641663397058824,0.8078006560777433,75.90924707325415,93.97027162843574,1.2379291753184205,3637.505412,3475.9906809999998,0.9555973908747547,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|22,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,22.0,9.0,22.0,62.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,22.0,22.0,match,match,high_confidence_exact,profiling,profiling,86858.0,86857.0,86784.0,86784.0,253.0,253.0,True,1411.405966,1352.495062,0.9582608367690575,12.180349884920634,10.645937507936507,0.8740255910970389,82.09944783589572,93.93254462131716,1.1441312590685628,4480.854136999999,4035.2713139999996,0.9005585075129617,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|23,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,23.0,9.0,23.0,63.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,23.0,23.0,match,match,high_confidence_exact,profiling,profiling,89102.0,89101.0,89024.0,89024.0,239.0,239.0,True,920.740683,1337.9379119999999,1.4531104541190343,10.939971268907563,10.839576991596639,0.990823168101341,91.40791830432818,92.25452254965744,1.0092618261200372,3524.453845,3917.757236,1.1115927199778666,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|24,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,24.0,9.0,24.0,64.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,24.0,24.0,match,match,high_confidence_exact,profiling,profiling,90063.0,90062.0,89984.0,89984.0,154.0,154.0,True,947.2801979999999,1255.3687969999999,1.3252349195628388,12.075978209150326,10.505463084967321,0.8699471714023979,82.80902653851018,95.18856921509145,1.1494950876016419,2794.904864,2862.704649,1.0242583516431276,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|25,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,25.0,9.0,25.0,65.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,25.0,25.0,match,match,high_confidence_exact,profiling,profiling,90259.0,90258.0,90176.0,90176.0,204.0,204.0,True,931.191505,4042.062395,4.340742342790166,11.632196866995073,9.925830551724138,0.853306616559032,85.96828367282683,100.7472366961068,1.1719116910548646,3292.5274689999997,6057.005996999999,1.8396220089363815,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|26,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,26.0,9.0,26.0,66.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,26.0,26.0,match,match,high_confidence_exact,profiling,profiling,92503.0,92502.0,92416.0,92416.0,136.0,136.0,True,916.161622,1327.7256009999999,1.4492263909740588,11.363931074074074,10.970942503703704,0.9654179026774509,87.99771782155757,91.1498715504532,1.0358208577100554,2450.292317,2808.802839,1.1463133682102633,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
