profiled_request_count,root_id_count,worker_count_observed,input_sequence_length_total,usage_prompt_tokens_total,logical_prompt_tokens_total,output_tokens_total,cache_read_tokens_total,cache_read_ratio,new_prompt_tokens_total,kv_write_eligible_tokens_total,wall_span_s,cumulative_request_latency_s,logical_input_tps,cache_load_tps,new_prompt_tps,kv_write_eligible_tps,wall_output_tps,ttft_mean_ms,ttft_median_ms,ttft_p75_ms,ttft_p90_ms,ttft_p95_ms,ttft_max_ms,itl_sample_count,itl_weighted_ms,weighted_decode_tps,itl_median_ms,itl_p90_ms,e2e_mean_ms,e2e_median_ms,e2e_p90_ms,e2e_p95_ms,e2e_max_ms,mtp_draft_tokens_total,mtp_accepted_tokens_total,mtp_acceptance_rate_mean,mtp_acceptance_length_mean,id_label,root_trace_id,concurrency,all_request_count,warmup_count,error_count,cancellation_count,sample_quality
0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,ID02,02bc0afb13f7a2d9efa86c28511261d85c0e,8,8,8,0,0,sparse
0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,ID02,02bc0afb13f7a2d9efa86c28511261d85c0e,12,8,8,0,0,sparse
0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,ID02,02bc0afb13f7a2d9efa86c28511261d85c0e,16,8,8,0,0,sparse
