exact_source_key,source_request_index,source_outer_idx,source_inner_idx,source_conversation_path,source_branch_type,request_start_ns,request_end_ns,ttft_ms,itl_ms,e2e_ms,output_tokens,system_inflight_before_start,system_inflight_at_start,root_inflight_at_start,subagent_inflight_at_start,system_inflight_before_end,system_inflight_after_end,x_request_id
07dd40536557a1d6440a923557c3129dc929|9|40,80,9,40.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168361899865344,1786168364897075456,1652.92812,10.74359436,2995.877415,126.0,4,5,1,4,7,6,aacf37f4-3383-42b7-a154-ed9f55f0ea42
07dd40536557a1d6440a923557c3129dc929|8|22,30,8,22.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168362162834944,1786168371326764288,1936.246574,11.545644924920127,9163.820297,627.0,6,7,1,6,7,6,015dc96a-e9d2-45af-bd09-e12c6c8a240f
07dd40536557a1d6440a923557c3129dc929|9|41,81,9,41.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168366571530752,1786168368459586048,1014.6874439999999,12.472625857142855,1887.771254,71.0,6,7,1,6,7,6,6b622e99-f4a1-4c04-be8d-f2b03cf2e151
07dd40536557a1d6440a923557c3129dc929|9|42,82,9,42.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168370155344640,1786168373073106944,1091.6998529999998,11.133724713414633,2917.630706,165.0,6,7,1,6,6,5,9362291a-47cc-48c7-bec5-f2176f84390c
07dd40536557a1d6440a923557c3129dc929|9|43,83,9,43.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168374759046400,1786168377247542016,1479.390613,12.011275988095239,2488.337796,85.0,3,4,1,3,7,6,2576fd1a-f113-4c55-ba1b-09e1985af423
07dd40536557a1d6440a923557c3129dc929|8|23,31,8,23.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168374788043520,1786168379503821056,1654.747095,12.237332199999999,4714.080145,251.0,4,5,1,4,7,6,26518f0f-85a0-4d5e-b37c-4c093e06d994
07dd40536557a1d6440a923557c3129dc929|9|44,84,9,44.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168379041345536,1786168381573651200,993.3277039999999,12.0220708046875,2532.152767,129.0,7,8,2,6,9,8,3f18bdc0-44d8-463e-88bd-34bc70b44129
07dd40536557a1d6440a923557c3129dc929|8|25,33,8,25.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168379513518336,1786168391796093696,7583.386853,10.583500619369369,12282.461127999999,445.0,6,7,2,5,7,6,462a21a7-905d-4639-b4d0-8c2751c830b2
07dd40536557a1d6440a923557c3129dc929|8|24,32,8,24.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168381479894016,1786168385852602880,986.8459809999999,11.554732744027303,4372.382675,294.0,8,9,2,7,6,5,1bd8b2d8-b7bc-4db1-a7dc-1878d88f4185
07dd40536557a1d6440a923557c3129dc929|9|45,85,9,45.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168383417394176,1786168393771426048,9029.269317,11.827185205357143,10353.91406,113.0,8,9,2,7,5,4,cfd534df-09a2-4db0-b667-25b2e92eeba7
07dd40536557a1d6440a923557c3129dc929|8|26,34,8,26.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168394104365312,1786168400892971264,1179.866296,10.97418277886497,6787.673696,512.0,4,5,0,5,7,6,41ff11d0-1455-40ac-b400-001e6a8786a4
07dd40536557a1d6440a923557c3129dc929|9|46,86,9,46.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168395674685952,1786168398288855808,1025.6908859999999,11.853458164179104,2614.05428,135.0,6,7,1,6,7,6,109a0d29-95df-4ba7-b674-6f239cfabe22
07dd40536557a1d6440a923557c3129dc929|9|47,87,9,47.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168399939686656,1786168402747093248,996.9804919999999,11.988170589403973,2807.194251,152.0,6,7,1,6,6,5,e6932f5a-5044-40b5-96cd-d6205d763f4a
07dd40536557a1d6440a923557c3129dc929|8|27,35,8,27.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168402839789824,1786168409230753792,926.9471179999999,11.33546305186722,6390.640308999999,483.0,5,6,1,5,6,5,3fa8d7b9-db74-476d-87ec-c527c59ac173
07dd40536557a1d6440a923557c3129dc929|9|48,88,9,48.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168404673494272,1786168407906372608,1458.344441,11.829374033333332,3232.7505459999998,151.0,5,6,1,5,6,5,a42eee0f-7d4c-47bd-893a-286b0d1927ea
07dd40536557a1d6440a923557c3129dc929|9|49,89,9,49.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168409656232192,1786168413261189632,1129.9582329999998,10.575648346153846,3604.6599459999998,235.0,5,6,1,5,7,6,2dd36eed-1af6-4c64-bdda-76427c5845da
07dd40536557a1d6440a923557c3129dc929|8|28,36,8,28.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168411112395520,1786168414892855040,992.784729,10.639461190839695,3780.3235609999997,263.0,6,7,1,6,5,4,4e6e830c-f135-4cdd-ac5f-843e00bdb091
07dd40536557a1d6440a923557c3129dc929|9|50,90,9,50.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168414949263872,1786168419367728128,1643.802692,11.370094331967211,4418.1057089999995,245.0,5,6,1,5,7,6,26a016b9-1612-4455-af99-b42f7059ca9c
07dd40536557a1d6440a923557c3129dc929|8|29,37,8,29.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168416758767104,1786168422349208832,1159.5864669999999,11.815220168,5590.29403,376.0,5,6,1,5,5,4,11afa299-e81b-46ca-868a-3c65027e9b12
07dd40536557a1d6440a923557c3129dc929|9|51,91,9,51.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168421217864192,1786168423665850112,1017.2072009999999,10.920916801526717,2447.8473019999997,132.0,6,7,1,6,6,5,176a7fdc-d6e3-46a0-856b-022c5fb9b456
07dd40536557a1d6440a923557c3129dc929|8|30,38,8,30.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168424292360960,1786168431150449664,1062.966078,12.1234070041841,6857.954626,479.0,5,6,1,5,8,7,72456d6d-50bc-4b73-8b8c-1ba5927b7b4e
07dd40536557a1d6440a923557c3129dc929|9|52,92,9,52.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168425585662720,1786168433436984576,1085.046216,11.645711624784854,7851.20467,582.0,6,7,1,6,7,6,51117a3a-e496-424f-a919-ce44661e6f95
07dd40536557a1d6440a923557c3129dc929|8|31,39,8,31.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_001_1a28c42b,subagent,1786168433284833024,1786168445314744320,1023.4934059999999,11.229929797959183,12028.824607999999,981.0,6,7,1,6,4,3,6135a0d3-6ec8-4467-923f-a49a9dd7f8a1
07dd40536557a1d6440a923557c3129dc929|9|53,93,9,53.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168435226119936,1786168437933787392,1505.406914,10.928482981818181,2707.540042,111.0,5,6,0,6,7,6,133a1c78-bd27-4c89-bebe-fc184ac98572
07dd40536557a1d6440a923557c3129dc929|9|54,94,9,54.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168439666809856,1786168443636614400,1551.847601,12.335711530612244,3969.6470609999997,197.0,5,6,1,5,6,5,54d7d1ea-15d0-40f3-8b8c-425c9703cd5d
07dd40536557a1d6440a923557c3129dc929|9|55,95,9,55.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168445658373888,1786168448285964544,985.314496,10.393504810126581,2627.488256,159.0,3,4,1,3,5,4,4c8e7920-fc71-4cf7-9f7c-23166fdaf05f
07dd40536557a1d6440a923557c3129dc929|9|56,96,9,56.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168450133304576,1786168455245122816,965.4369939999999,10.519436304568528,5110.094897999999,395.0,4,5,1,4,5,4,2d8490c1-2213-41e2-aea9-a1c97ecddefe
07dd40536557a1d6440a923557c3129dc929|9|57,97,9,57.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168457116582912,1786168460487666432,1112.604232,10.651751773584905,3370.775608,213.0,3,4,1,3,4,3,74ebbaf3-feba-489b-a3a9-8df38c8cf81c
07dd40536557a1d6440a923557c3129dc929|9|58,98,9,58.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168462392576768,1786168466473748736,2721.564782,11.103527459016393,4076.195132,123.0,3,4,1,3,4,3,4e4395fa-15b5-4c04-b1b7-1cfaf07b5659
07dd40536557a1d6440a923557c3129dc929|9|59,99,9,59.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168468546957312,1786168470899183872,1007.277984,10.421547689922479,2351.657636,130.0,2,3,1,2,4,3,4f993796-1ce2-442b-a1c3-453ceb39db1c
07dd40536557a1d6440a923557c3129dc929|9|60,100,9,60.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168472917860352,1786168479795036416,5491.6662,10.897762362204725,6875.682019999999,128.0,4,5,3,2,4,3,c422618a-0a0b-4d30-8ab6-b1376fea3f21
07dd40536557a1d6440a923557c3129dc929|9|61,101,9,61.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,1786168481714419456,1786168500037383680,2192.895266,10.703328209024551,18322.810877,1508.0,3,4,2,2,4,3,e79c635e-4227-4168-b993-efa264ada739
07dd40536557a1d6440a923557c3129dc929|11|-1,118,11,,07dd40536557a1d6440a923557c3129dc929,root,1786168506193787136,1786168512605021184,6376.332963,34.257912999999995,6410.590875999999,2.0,5,6,5,1,5,4,dae764bf-efc3-4030-9e13-68e21ec3729a
