concurrency,root_trace_id,conversation_id,source_outer_idx,source_inner_idx,turn_index,worker_id,input_sequence_length,logical_prompt_tokens,cache_read_tokens,new_prompt_tokens,output_tokens,ttft_ms,itl_ms,e2e_ms,match_class
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,143,,137,worker_775bd273,1.0,,32704.0,,1.0,32098.067584,,32098.067584,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,144,,138,worker_775bd273,1.0,,458624.0,,1.0,19124.710504,,19124.710504,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,145,,139,worker_775bd273,1.0,,563136.0,,1.0,2393.959245,,2393.959245,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,146,,140,worker_775bd273,1.0,,,,1.0,33193.173649,,33193.173649,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,147,,141,worker_775bd273,1.0,,,,1.0,31499.702899,,31499.702899,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,148,,142,worker_775bd273,1.0,,458688.0,,1.0,9150.800682,,9150.800682,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a::fa:003,149,,0,worker_775bd273,119366.0,,,,884.0,7088.895060999999,10.705225966024914,16541.609589,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,150,,143,worker_775bd273,1.0,,,,1.0,33945.81181,,33945.81181,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,151,,144,worker_775bd273,1.0,,327616.0,,1.0,17212.589863999998,,17212.589863999998,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,152,,145,worker_775bd273,1.0,,163776.0,,1.0,26641.656360999998,,26641.656360999998,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,153,,146,worker_775bd273,1.0,,578880.0,,1.0,2453.153604,,2453.153604,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,154,,147,worker_775bd273,1.0,,491392.0,,1.0,9847.353686,,9847.353686,loader_metadata_turn_match
8,0196085d85d2075a50b74cd8795ffbdcea9a,0196085d85d2075a50b74cd8795ffbdcea9a,155,,148,worker_775bd273,1.0,,,,1.0,33609.735922,,33609.735922,loader_metadata_turn_match
