baseline_run_id,baseline_system,concurrency,id_label,requested_value,requested_value_type,resolved_full_source_trace_id,resolution_status,present_hisparse_c8,all_raw_record_count,warmup_record_count,successful_profiling_request_count,error_count,cancellation_count,input_sequence_length_total,output_tokens_total,wall_span_s,ttft_mean_ms,ttft_median_ms,ttft_p90_ms,ttft_p95_ms,itl_eligible_request_count,itl_transition_token_count,weighted_itl_ms,weighted_decode_tps,wall_output_tps,actual_cache_read_tokens_status,theoretical_cached_tokens_total,theoretical_new_tokens_total,theoretical_cache_ratio_token_weighted,method_notes,unknowns
29820102138,H200 HiSparse AgentX,8,ID01,0196085d85d2075a50b74cd8795ffbdcea9a,full_id,0196085d85d2075a50b74cd8795ffbdcea9a,unique,true,15,4,11,0,0,11,11,3430.315569392,309956.713052091,309425.053682000,343078.316971000,356701.872614500,0,0,,,,not_available_in_profile_export,5564736,25600,0.995420669,"Profiling metrics use existing h200_requests_profiled.parquet c8 rows; raw/warmup/error counts use h200_requests_all.parquet c8. TTFT percentiles use pandas linear interpolation; no eligible ITL rows means weighted decode metrics are Unknown.","input_sequence_length_total is AIPerf input_tokens, not verified logical prompt tokens. Actual cache-read/load/store and physical KV telemetry are unavailable."
29820102138,H200 HiSparse AgentX,8,ID02,02bc0afb13f7a2d9efa86c28511261d85c0e,full_id,02bc0afb13f7a2d9efa86c28511261d85c0e,unique,true,60,17,43,0,0,1565489,12326,3526.270339510,231974.073497419,239140.132060000,318628.154009400,341707.648820600,30,12283,31.536960349,31.708826372,3.495477888,not_available_in_profile_export,5297728,90368,0.983228213,"Profiling metrics use existing h200_requests_profiled.parquet c8 rows; raw/warmup/error counts use h200_requests_all.parquet c8. weighted_ITL=sum(ITL_ms*(output_tokens-1))/sum(output_tokens-1) over output_tokens>1 and ITL_ms>0; wall span=min start to max end.","input_sequence_length_total is AIPerf input_tokens, not verified logical prompt tokens. Actual cache-read/load/store and physical KV telemetry are unavailable."
29820102138,H200 HiSparse AgentX,8,ID03,07dd405,prefix,07dd40536557a1d6440a923557c3129dc929,unique,false,0,0,0,0,0,,,,,,,,,,,,,not_available_in_profile_export,,,,"Prefix uniquely resolves in the 393-ID source universe; no c8 raw/profiling row is present, so request metrics are not applicable.","No baseline c8 observation; actual cache/read and performance metrics are Unknown."
29820102138,H200 HiSparse AgentX,8,ID04,264478,prefix,264478eebbb2068593da2293ea8b67b31d4e,unique,false,0,0,0,0,0,,,,,,,,,,,,,not_available_in_profile_export,,,,"Prefix uniquely resolves in the 393-ID source universe; no c8 raw/profiling row is present, so request metrics are not applicable.","No baseline c8 observation; actual cache/read and performance metrics are Unknown."
29820102138,H200 HiSparse AgentX,8,ID05,debc7f6,prefix,debc7f69e2c2fb94909ecdca600b0a4abd48,unique,false,0,0,0,0,0,,,,,,,,,,,,,not_available_in_profile_export,,,,"Prefix uniquely resolves in the 393-ID source universe; no c8 raw/profiling row is present, so request metrics are not applicable.","No baseline c8 observation; actual cache/read and performance metrics are Unknown."
